key,label,estimand,estimate,std_error,ci_low,ci_high,p_value,unweighted_n,weighted_millions,design_df,model_status,suppressed
M1_MARGIN_NO_OPIOID_MEAN,no_opioid standardized outcome,standardized_mean_count,0.3450264098986725,0.01792294064890354,0.3114794097293877,0.3821864939033726,,4454,33.35670763125,261,pass,FALSE
M1_MARGIN_ANY_OPIOID_MEAN,any_opioid standardized outcome,standardized_mean_count,0.33628863054298674,0.03455958621874967,0.27468105066038023,0.41171403255007816,,4454,33.35670763125,261,pass,FALSE
M1_MARGIN_RATIO,any_opioid versus no_opioid ratio,standardized_mean_ratio,0.9746750419533048,0.10764898024950684,0.7841696974049497,1.2114615504150188,0.8165253891421858,4454,33.35670763125,261,pass,FALSE
M1_MARGIN_DIFFERENCE,any_opioid versus no_opioid difference,standardized_mean_difference,-0.00873777935568576,0.037315609476610764,-0.08221574910049956,0.06474019038912804,0.8150452505657028,4454,33.35670763125,261,pass,FALSE
M3_ANYED_NO_OPIOID_MEAN,no_opioid standardized outcome,standardized_probability,0.22024778994462385,0.009385160831259148,0.20176751926750386,0.23872806062174384,,4454,33.35670763125,261,pass,FALSE
M3_ANYED_ANY_OPIOID_MEAN,any_opioid standardized outcome,standardized_probability,0.20079410113345583,0.0164774217792712,0.1683484968420747,0.23323970542483696,,4454,33.35670763125,261,pass,FALSE
M3_ANYED_RATIO,any_opioid versus no_opioid ratio,standardized_mean_ratio,0.9116736253468913,0.0845299440340586,0.7595366184372085,1.0942840397389684,0.3195215151513439,4454,33.35670763125,261,pass,FALSE
M3_ANYED_DIFFERENCE,any_opioid versus no_opioid difference,standardized_mean_difference,-0.01945368881116802,0.019017599899208936,-0.056901144436646026,0.01799376681430999,0.3072877389459711,4454,33.35670763125,261,pass,FALSE
